DATE,CUURA207SETB
2019-12-01,233.130
2020-01-01,237.024
2020-02-01,232.225
2020-03-01,208.787
2020-04-01,171.027
2020-05-01,190.983
2020-06-01,206.698
2020-07-01,209.208
2020-08-01,207.903
2020-09-01,203.881
2020-10-01,198.770
2020-11-01,192.102
2020-12-01,202.109
2021-01-01,218.179
2021-02-01,234.916
2021-03-01,261.431
2021-04-01,271.152
2021-05-01,284.351
2021-06-01,295.598
2021-07-01,300.216
2021-08-01,299.142
2021-09-01,299.410
2021-10-01,308.848
2021-11-01,313.647
2021-12-01,301.508
2022-01-01,302.793
2022-02-01,322.798
2022-03-01,388.256
2022-04-01,386.698
