atlanta,boston,chicago,cleveland,dallas,denver,detroit,la,miami,minneapolis,nyc,phoenix,portland,sf,seattle,tampa,dc,date,cpi,crimes_reported,crimes_cleared,patents,population,unemployment,case_shiller,dow,nasdaq,sp,label
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07-16,228.454,30193,0,145,5211.484,6.7,133.880159290684,165.67684417223302,18330.150499999996,5019.79425,2147.2742500000004
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08-16,228.956,30193,0,145,5209.500333333333,6.5,133.607982902271,166.84564566232902,18496.733695652172,5216.339782608695,2177.5473913043475
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09-16,230.282,30193,0,145,5207.516666666667,6.4,133.992494060386,168.187128003508,18268.466428571428,5251.438095238095,2157.632380952381
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-16,230.506,30193,0,145,5205.533,6.4,134.034127574925,169.77482655289498,18192.38071428572,5261.105714285714,2144.6028571428574
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-16,230.969,30193,0,145,5203.549333333333,5.7,135.35656618123002,171.770811475012,18675.98880952381,5258.700714285714,2163.412857142857
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-16,230.476,30193,0,145,5201.565666666667,5.6,136.792572396872,174.060213110355,19702.90119047619,5414.248095238095,2246.3833333333337
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01-17,232.155,29737,0,156,5199.582,6.0,137.77515402065902,175.86062660925302,19906.943999999996,5557.84175,2274.3239999999996
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02-17,232.491,29737,0,156,5197.20075,5.6,138.087354306513,178.235190369864,20401.568421052634,5759.2986842105265,2327.747894736842
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01-90,125.0,9190,3946,104,1412.363,8.8,65.36957529908301,81.59620896426,2679.236363636364,439.3504545454545,339.97181818181815
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02-90,126.2,9190,3946,101,1412.8053333333335,10.4,65.982767762148,81.599874772171,2614.1773684210525,424.5242105263158,330.4526315789474
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03-90,127.4,9190,3946,117,1413.2476666666666,9.9,66.299339359095,81.843970365941,2700.1331818181816,436.0904545454545,338.465
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04-90,127.75,9190,3946,114,1413.69,9.1,66.922345440637,82.218887830805,2708.2549999999997,428.99299999999994,338.178
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05-90,128.1,9190,3946,98,1414.1323333333335,9.4,67.06032963463299,82.491087879761,2793.812272727273,442.5981818181819,350.25
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06-90,128.45,9190,3946,72,1414.5746666666666,10.3,67.61059169616999,83.238447523321,2894.8300000000004,462.30619047619047,360.38666666666666
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07-90,128.8,9190,3946,85,1415.017,10.3,67.923823535652,83.135831217158,2934.2280952380947,455.8242857142858,360.0309523809524
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08-90,129.95,9190,3946,105,1415.4593333333335,9.1,68.244551751773,83.663619398287,2681.887391304348,396.3226086956521,330.74652173913046
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09-90,131.1,9190,3946,88,1415.9016666666666,10.3,68.379684208738,83.87257610390701,2550.691052631579,368.58157894736837,315.40684210526325
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-90,131.39999999999998,9190,3946,111,1416.344,10.2,68.474872817711,84.336908660597,2460.536086956522,338.01347826086953,307.1247826086956
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11-90,131.7,9190,3946,117,1416.7863333333335,8.8,68.676441884706,84.441729254612,2518.576666666667,347.69428571428574,315.29095238095243
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12-90,131.8,9190,3946,108,1417.2286666666666,9.9,68.78719781231399,84.624305735627,2610.9165000000003,370.1525,328.7495
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01-91,131.9,9341,4001,87,1417.671,10.6,68.811604254143,84.611192090684,2587.6013636363637,376.68136363636364,325.4854545454545
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02-91,132.55,9341,4001,93,1418.0994166666667,12.3,68.805708829227,85.04865266976,2863.04052631579,442.58684210526314,362.2631578947369
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03-91,133.2,9341,4001,113,1418.5278333333333,12.1,69.057800695674,85.61147215587201,2920.1114999999995,469.10099999999994,372.279
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04-91,133.75,9341,4001,106,1418.95625,11.3,69.498867007488,86.23749502488899,2925.5395454545455,496.3190909090909,379.67909090909086
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05-91,134.3,9341,4001,108,1419.3846666666666,11.6,69.893868778017,86.38041294374099,2928.4222727272722,490.9336363636363,377.9927272727273
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06-91,134.10000000000002,9341,4001,112,1419.8130833333332,12.3,70.181905418755,86.613553305024,2968.135,490.3750000000001,378.293
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07-91,133.9,9341,4001,95,1420.2415,12.5,70.552046566725,86.999785368822,2978.1877272727274,489.34363636363634,380.2268181818181
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08-91,134.65,9341,4001,112,1420.6699166666667,11.6,70.647020083334,87.266832650415,3006.087727272727,513.2509090909091,389.40318181818185
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09-91,135.4,9341,4001,124,1421.0983333333334,10.9,70.970143981164,87.482726676105,3010.3545,520.5595000000001,387.1985
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-91,135.55,9341,4001,95,1421.52675,10.3,71.07044280951101,87.61726635368,3019.7360869565223,528.9239130434781,386.88347826086965
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11-91,135.7,9341,4001,110,1421.9551666666666,10.8,71.220480382459,87.724309987743,2986.1245,536.5835,385.91949999999997
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12-91,135.95,9341,4001,79,1422.3835833333333,11.4,71.24782959549201,87.96011607173901,2958.6419047619047,542.765,388.51047619047614
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01-92,136.2,8532,4017,105,1422.812,13.1,71.69424620083801,87.67993896388201,3227.0600000000004,614.8972727272727,416.0759090909091
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02-92,136.25,8532,4017,108,1423.1581666666666,14.3,72.061059907485,88.47639673429701,3257.273157894737,631.9126315789473,412.5573684210526
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03-92,136.3,8532,4017,112,1423.5043333333333,13.7,72.63588239211501,88.916980115644,3247.418636363637,620.5311363636364,407.36454545454546
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04-92,136.2,8532,4017,93,1423.8505,13.3,72.550259656964,88.826301024615,3293.614761904762,583.6407142857142,407.4066666666667
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05-92,136.1,8532,4017,69,1424.1966666666665,14.0,72.63946081135299,89.002943539779,3376.7854999999995,581.4507500000001,414.81450000000007
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06-92,136.6,8532,4017,146,1424.5428333333332,15.2,72.77082984632399,88.817070704764,3337.7913636363646,567.3193181818182,408.27409090909083
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07-92,137.1,8532,4017,110,1424.889,14.6,72.856889911593,89.46598375469601,3329.408181818182,568.4649999999999,415.0513636363636
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08-92,137.5,8532,4017,85,1425.2351666666666,13.1,73.172473853316,89.398328983597,3307.4538095238095,569.535238095238,417.92666666666673
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09-92,137.9,8532,4017,100,1425.5813333333333,13.8,73.45824575552,89.973585293715,3293.9199999999996,580.2538095238097,418.4771428571428
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-92,137.5,8532,4017,101,1425.9274999999998,11.8,73.794706343447,89.702324980852,3198.695909090909,584.6547727272728,412.5027272727273
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11-92,137.1,8532,4017,115,1426.2736666666665,13.1,74.079895056046,90.432045408818,3238.49,629.899,422.84400000000005
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12-92,137.3,8532,4017,131,1426.6198333333332,13.3,74.382512822088,90.671342394823,3303.15,660.7859090909092,435.63954545454544
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01-93,137.5,8310,3802,99,1426.966,14.7,74.79170661928,91.25473895040501,3277.703,690.7062500000002,435.229
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02-93,138.15,8310,3802,99,1426.9097499999998,15.4,74.800411052403,91.619273192349,3367.26,682.7031578947368,441.7042105263158
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03-93,138.8,8310,3802,123,1426.8535,13.6,74.945864516098,91.846255585074,3440.738695652174,684.3423913043478,450.15521739130435
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04-93,139.2,8310,3802,101,1426.7972499999998,12.5,75.003950453605,92.090045991559,3423.6252380952383,666.2083333333334,443.077619047619
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05-93,139.6,8310,3802,111,1426.741,12.6,75.38238681026,92.418287480882,3478.173500000001,685.59375,445.2464999999999
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06-93,140.25,8310,3802,118,1426.68475,13.1,75.652345683054,93.08325817597401,3513.8145454545447,695.5845454545455,448.05954545454546
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07-93,140.9,8310,3802,110,1426.6284999999998,11.8,75.985698123515,93.32300273315701,3529.433333333333,703.4866666666667,447.2871428571429
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08-93,141.3,8310,3802,96,1426.57225,10.8,76.112839542543,93.55187778717699,3597.013181818182,724.4943181818182,454.1277272727273
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09-93,141.7,8310,3802,116,1426.5159999999998,11.1,76.577347210366,93.74945694355699,3592.288571428572,745.6285714285714,459.23523809523806
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-93,141.89999999999998,8310,3802,109,1426.45975,10.7,76.993522986301,94.052942769536,3625.8085714285708,771.3004761904762,463.9004761904763
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11-93,142.1,8310,3802,107,1426.4035,10.4,77.64639800161801,94.547001971032,3674.699047619047,764.8854761904762,462.89047619047625
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12-93,142.25,8310,3802,135,1426.34725,10.3,78.26444785822099,94.909640845877,3744.104090909092,762.5002272727273,465.94545454545454
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01-94,142.4,7744,3927,113,1426.291,12.9,78.783803625207,95.444288579489,3868.364761904763,787.3557142857142,472.99285714285713
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02-94,142.85000000000002,7744,3927,97,1425.9847499999998,13.6,79.031383619444,95.793282394456,3905.618947368421,788.0186842105262,471.5800000000001
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03-94,143.3,7744,3927,131,1425.6785,13.0,79.136290627794,96.434567684256,3816.9839130434784,787.0867391304347,463.80782608695654
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04-94,143.5,7744,3927,116,1425.37225,12.3,79.15887897655699,96.875891843957,3661.4847368421056,732.9034210526316,447.2321052631579
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05-94,143.7,7744,3927,120,1425.066,12.1,79.519363041994,97.195939087639,3707.9923809523807,728.0188095238094,450.8985714285715
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06-94,143.7,7744,3927,130,1424.75975,12.4,79.719935573343,97.277558551521,3737.5822727272734,723.9768181818181,454.825909090909
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07-94,143.7,7744,3927,118,1424.4535,11.0,79.905485757008,97.422461529783,3718.2999999999993,713.2785,451.4005000000001
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08-94,145.0,7744,3927,123,1424.14725,10.2,80.149728434736,97.91892832851102,3797.4769565217393,738.0569565217392,464.2434782608696
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09-94,146.3,7744,3927,125,1423.841,9.9,80.313920781517,98.301515269872,3880.5985714285716,763.9176190476192,466.9557142857143
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-94,146.15,7744,3927,114,1423.53475,8.7,80.667067950442,98.894596578404,3868.0990476190477,762.3438095238095,463.81285714285724
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11-94,146.0,7744,3927,135,1423.2285,7.6,81.117094309656,99.60756805428001,3792.431428571429,761.3873809523808,461.0133333333334
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12-94,146.3,7744,3927,135,1422.92225,7.4,81.350428948624,100.05091182207899,3770.3061904761903,735.0640476190476,455.18571428571425
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01-95,146.6,8150,4036,131,1422.616,8.4,81.59620896426,100.53137672856701,3872.4566666666665,758.1149999999999,465.25
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02-95,146.95,8150,4036,118,1422.2631666666666,9.8,81.599874772171,100.50903211024999,3953.716315789474,783.4649999999999,481.92473684210523
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03-95,147.3,8150,4036,177,1421.9103333333333,8.8,81.843970365941,101.166613928218,4062.7778260869563,806.7071739130434,493.1534782608695
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04-95,147.35000000000002,8150,4036,121,1421.5575,9.3,82.218887830805,101.738233670252,4230.66,824.9523684210526,507.90578947368425
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05-95,147.4,8150,4036,146,1421.2046666666668,9.4,82.491087879761,102.158956257332,4391.570909090909,859.655909090909,523.8136363636363
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06-95,147.75,8150,4036,161,1420.8518333333334,10.0,83.238447523321,102.04103682653201,4510.760000000001,904.9359090909091,539.3540909090908
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07-95,148.1,8150,4036,111,1420.499,8.9,83.135831217158,101.92993745357799,4684.758,977.8055,557.3665
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08-95,148.55,8150,4036,135,1420.1461666666667,7.6,83.663619398287,102.193289046287,4639.266956521739,1009.9906521739131,559.1099999999999
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09-95,149.0,8150,4036,128,1419.7933333333333,8.5,83.87257610390701,102.518978648114,4746.7575,1050.60625,578.7655000000001
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-95,148.6,8150,4036,101,1419.4405000000002,7.0,84.336908660597,103.202903901054,4760.457727272727,1022.7097727272728,582.9181818181818
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11-95,148.2,8150,4036,121,1419.0876666666668,7.6,84.441729254612,103.557028465896,4935.811428571427,1046.5269047619051,595.5323809523808
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12-95,148.6,8150,4036,115,1418.7348333333334,7.8,84.624305735627,104.220121908514,5136.1045,1047.97175,614.5715
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01-96,149.0,7631,3874,119,1418.382,8.3,84.611192090684,104.537838657024,5179.374090909091,1025.129318181818,614.42
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02-96,149.95,7631,3874,155,1417.77025,9.3,85.04865266976,104.851511242209,5518.7325,1092.8542499999999,649.542
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03-96,150.9,7631,3874,149,1417.1585,8.2,85.61147215587201,104.96713033228201,5612.240952380952,1092.8783333333333,647.0747619047619
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04-96,151.35000000000002,7631,3874,174,1416.54675,7.3,86.23749502488899,104.781754095335,5579.864285714287,1134.2609523809526,647.1728571428572
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05-96,151.8,7631,3874,158,1415.935,7.9,86.38041294374099,105.251809673264,5616.707727272727,1220.222727272727,661.2304545454544
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06-96,151.95,7631,3874,131,1415.32325,8.1,86.613553305024,105.677967657411,5671.508000000001,1207.2397499999997,668.499
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07-96,152.1,7631,3874,162,1414.7115,7.7,86.999785368822,106.475422621825,5496.261363636364,1108.3018181818186,644.0704545454546
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08-96,152.8,7631,3874,143,1414.09975,6.8,87.266832650415,106.9814517516,5685.4972727272725,1133.220681818182,662.6822727272727
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09-96,153.5,7631,3874,151,1413.488,6.6,87.482726676105,107.27343709325599,5804.0085,1184.7475000000002,674.8845
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-96,153.65,7631,3874,165,1412.87625,6.1,87.61726635368,107.005524822938,5996.210434782609,1235.2021739130435,701.4556521739131
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11-96,153.8,7631,3874,133,1412.2645,6.3,87.724309987743,106.76699044961,6318.3634999999995,1258.9107499999998,735.669
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12-96,153.8,7631,3874,133,1411.65275,6.4,87.96011607173901,106.368935501479,6435.869047619049,1292.7352380952382,743.2528571428571
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01-97,153.8,7244,3830,113,1411.041,8.2,87.67993896388201,106.876885305361,6707.030454545454,1344.897727272727,766.2168181818182
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02-97,154.60000000000002,7244,3830,146,1410.59125,8.4,88.47639673429701,107.42483288632201,6917.477368421051,1351.9273684210525,798.3878947368421
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03-97,155.4,7244,3830,159,1410.1415,7.7,88.916980115644,107.973850625611,6901.116500000001,1285.78975,792.1555
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04-97,155.5,7244,3830,146,1409.69175,7.0,88.826301024615,108.35725524248801,6657.495000000001,1224.9443181818183,763.9281818181819
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05-97,155.6,7244,3830,120,1409.242,7.6,89.002943539779,108.590302607426,7242.36,1348.8457142857142,833.0890476190476
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06-97,155.95,7244,3830,171,1408.79225,8.3,88.817070704764,109.14914313832399,7599.6,1421.6988095238096,876.2871428571428
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07-97,156.3,7244,3830,123,1408.3425,7.5,89.46598375469601,109.457089576337,7990.65318181818,1529.1884090909089,925.2936363636362
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08-97,156.8,7244,3830,138,1407.89275,7.3,89.398328983597,109.48806881263201,7948.430476190478,1596.9145238095239,927.7361904761905
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09-97,157.3,7244,3830,154,1407.443,7.2,89.973585293715,109.413073909125,7866.588571428572,1659.1507142857142,937.0242857142858
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-97,157.2,7244,3830,161,1406.99325,6.3,89.702324980852,109.58242704302799,7875.818695652173,1683.4208695652173,951.1586956521736
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11-97,157.1,7244,3830,157,1406.5435,5.8,90.432045408818,109.76623250112,7677.356315789475,1602.0655263157892,938.9236842105265
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12-97,157.64999999999998,7244,3830,193,1406.09375,6.1,90.671342394823,110.226618200392,7909.821363636364,1567.780909090909,962.3659090909091
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01-98,158.2,6481,2657,172,1405.644,7.3,91.25473895040501,110.89230513222999,7808.353,1569.06425,963.3590000000002
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02-98,158.39999999999998,6481,2657,153,1405.153,7.6,91.619273192349,111.701110943952,8323.605789473682,1711.878947368421,1023.742105263158
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03-98,158.6,6481,2657,199,1404.662,6.6,91.846255585074,112.046566561945,8709.474545454546,1780.6020454545455,1076.8254545454547
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04-98,158.89999999999998,6481,2657,192,1404.171,5.0,92.090045991559,112.59568406855,9037.43904761905,1852.5669047619047,1112.1961904761906
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05-98,159.2,6481,2657,224,1403.68,5.3,92.418287480882,112.9772124223,9080.072,1839.1125,1108.417
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06-98,159.55,6481,2657,209,1403.189,5.9,93.08325817597401,113.359425994724,8872.960454545453,1793.8052272727275,1108.3895454545454
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07-98,159.9,6481,2657,206,1402.6979999999999,4.9,93.32300273315701,113.793349700577,9097.137272727276,1943.5863636363638,1156.5772727272727
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08-98,160.7,6481,2657,182,1402.2069999999999,3.5,93.55187778717699,114.414758939739,8478.518095238094,1793.359523809524,1074.6204761904762
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09-98,161.5,6481,2657,188,1401.716,4.5,93.74945694355699,115.093804840761,7909.793333333333,1659.1961904761906,1020.6395238095237
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-98,161.15,6481,2657,200,1401.225,4.0,94.052942769536,115.731223647894,8164.47181818182,1615.0295454545458,1032.47
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11-98,160.8,6481,2657,195,1400.734,4.1,94.547001971032,116.157302234926,9005.751499999998,1886.5170000000003,1144.4334999999996
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12-98,160.7,6481,2657,228,1400.243,4.5,94.909640845877,116.366849075643,9018.68,2068.3797727272727,1190.050909090909
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01-99,160.6,6051,1659,156,1399.752,5.7,95.444288579489,116.462697156782,9345.857368421051,2354.478157894737,1248.774736842105
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02-99,160.89999999999998,6051,1659,182,1399.1138333333333,6.8,95.793282394456,116.852760534011,9322.944210526315,2365.619210526316,1246.582105263158
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03-99,161.2,6051,1659,249,1398.4756666666667,5.7,96.434567684256,117.09656021023899,9753.633913043477,2392.5117391304348,1281.6639130434785
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04-99,161.35,6051,1659,186,1397.8375,6.0,96.875891843957,118.01403596412399,10443.499523809525,2548.777380952381,1334.7576190476188
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05-99,161.5,6051,1659,184,1397.1993333333332,5.9,97.195939087639,117.881121121443,10853.866,2518.0630000000006,1332.074
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06-99,162.15,6051,1659,200,1396.5611666666666,7.4,97.277558551521,117.920355187259,10704.017727272729,2518.313181818181,1322.5527272727272
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07-99,162.8,6051,1659,167,1395.923,7.1,97.422461529783,117.916604419189,11052.217142857144,2744.031428571429,1380.9899999999998
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08-99,163.5,6051,1659,220,1395.2848333333334,6.1,97.91892832851102,118.07495506736099,10935.473181818183,2644.635,1327.4886363636363
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09-99,164.2,6051,1659,226,1394.6466666666668,5.6,98.301515269872,118.532750645854,10714.034285714286,2811.357857142857,1318.171904761905
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-99,164.0,6051,1659,197,1394.0085,5.2,98.894596578404,118.63311025640101,10396.882857142857,2813.2890476190473,1300.01
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11-99,163.8,6051,1659,181,1393.3703333333333,5.1,99.60756805428001,119.318407440686,10809.755238095238,3228.7795238095237,1391.002857142857
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12-99,164.15,6051,1659,199,1392.7321666666667,5.0,100.05091182207899,119.753335047738,11246.359090909093,3737.391818181818,1428.6836363636367
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01-05,183.3,6430,1321,397,1324.376,7.5,121.134718257068,105.23227628199,10546.8205,2076.6014999999998,1181.4080000000001
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02-05,184.8,6430,1321,334,1322.7973333333334,8.3,121.901653501859,104.610804678871,10715.70947368421,2065.5918421052634,1199.626842105263
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03-05,186.3,6430,1321,382,1321.2186666666666,7.3,121.62967173583999,106.708976609643,10687.933863636363,2032.5088636363632,1194.8977272727275
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04-05,186.55,6430,1321,368,1319.6399999999999,7.2,121.877597707654,106.429050273251,10290.35238095238,1960.0280952380951,1164.4233333333334
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05-05,186.8,6430,1321,399,1318.0613333333333,7.3,121.90760555747102,105.766705246613,10369.910952380953,2001.84380952381,1178.2757142857142
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06-05,187.3,6430,1321,428,1316.4826666666668,7.6,121.611873082698,105.394104730522,10490.78318181818,2074.768181818182,1202.2554545454543
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07-05,187.8,6430,1321,384,1314.904,7.1,121.44917674356,104.738763558908,10535.58425,2141.73325,1222.2369999999999
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08-05,189.7,6430,1321,414,1313.3253333333332,6.5,121.42768418243799,103.88533174550501,10556.961521739131,2158.260217391304,1224.2700000000002
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09-05,191.6,6430,1321,355,1311.7466666666667,6.7,121.65557978104401,102.02733639506701,10530.336428571427,2145.057142857143,1225.914761904762
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-05,190.75,6430,1321,355,1310.1680000000001,6.3,121.990784591793,101.22785960552099,10327.085238095236,2088.3969047619053,1191.964285714286
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11-05,189.9,6430,1321,330,1308.5893333333333,6.4,122.49188357648899,99.916055064167,10685.758095238094,2200.754523809524,1237.3685714285714
