DATE,SMU36935616500000001SA
2015-04-01,890.7185225993111
2015-05-01,893.1301402414571
2015-06-01,894.948315638853
2015-07-01,898.4300767999499
2015-08-01,899.8876523096319
2015-09-01,900.058806604932
2015-10-01,907.7311859845239
2015-11-01,912.576634335647
2015-12-01,916.5997759588589
2016-01-01,916.45476262022
2016-02-01,917.820114191366
2016-03-01,920.1397832752581
2016-04-01,923.3486834404871
2016-05-01,925.5174414378979
2016-06-01,929.2624469913981
2016-07-01,932.2769635233681
2016-08-01,935.436236824324
2016-09-01,939.6696780921769
2016-10-01,935.884357213907
2016-11-01,940.3680345397689
2016-12-01,945.200427039299
2017-01-01,947.773255150464
2017-02-01,951.323178274532
2017-03-01,954.1351332155721
2017-04-01,953.2233534421609
2017-05-01,958.232145692055
2017-06-01,965.4052524272901
2017-07-01,964.482332935604
2017-08-01,967.797645524453
2017-09-01,971.019489781938
2017-10-01,973.014088097334
2017-11-01,976.6793924874679
2017-12-01,980.027716348639
2018-01-01,983.8426295401131
2018-02-01,990.639600911543
2018-03-01,993.7856141808729
2018-04-01,999.898926707827
2018-05-01,1003.0909735777699
2018-06-01,1007.22069935657
2018-07-01,1011.12899413785
2018-08-01,1016.23375966137
2018-09-01,1017.08889613913
2018-10-01,1023.34228149819
2018-11-01,1024.6148803588198
2018-12-01,1028.77460051785
2019-01-01,1036.68990366684
2019-02-01,1041.06838880317
2019-03-01,1047.48540288551
2019-04-01,1047.1523499078598
2019-05-01,1050.0902684452
2019-06-01,1053.4527654942501
2019-07-01,1054.54758505562
2019-08-01,1059.0984905172802
2019-09-01,1066.02739777211
2019-10-01,1066.3541514365302
2019-11-01,1069.8138179872901
2019-12-01,1072.01072314347
2020-01-01,1081.25208877563
2020-02-01,1080.9771502482001
2020-03-01,1074.4458193528599
2020-04-01,938.6091034703791
2020-05-01,946.6563652301759
2020-06-01,967.5898003639411
2020-07-01,975.391487824272
2020-08-01,993.4398678148019
2020-09-01,1002.7863391075099
2020-10-01,1014.6179670449301
2020-11-01,1016.79418491518
2020-12-01,1020.9014024578199
2021-01-01,1021.39830588265
2021-02-01,1023.2603662735099
2021-03-01,1028.28968452495
2021-04-01,1032.9853739758198
2021-05-01,1034.22747033928
2021-06-01,1043.03487077802
2021-07-01,1045.2177070057198
2021-08-01,1048.37509275846
2021-09-01,1047.31560479271
2021-10-01,1041.6900934673401
2021-11-01,1049.91879104607
2021-12-01,1052.61925431739
2022-01-01,1057.118190515
2022-02-01,1053.77339432089
2022-03-01,1065.15508514175
2022-04-01,1073.3151945489699
